radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
344.958343,0.675,0.551983,0.517,17.157,0.101,2,18.137,0.257,2,NA,NA,0,17.67,0.08,3,17.196,0.065,3,NA,NA,0,NA,NA,0,NA,NA,0
344.960648,0.429,0.003194,0.281,15.605,0.144,5,16.866,0.138,5,NA,NA,0,16.25,0.028,5,15.049,0.117,5,14.587,0.16,5,NA,NA,0,NA,NA,0
344.960693,0.385,0.229448,0.652,16.373,0.092,5,17.404,0.268,5,NA,NA,0,16.959,0.017,4,16.007,0.158,4,15.698,0.236,4,NA,NA,0,NA,NA,0
344.961341,0.564,0.528292,0.348,16.507,0.108,5,17.311,0.26,5,NA,NA,0,17.035,0.078,4,16.439,0.122,4,16.241,0.219,4,NA,NA,0,NA,NA,0
344.962083,0.506,0.084386,0.468,NA,NA,0,NA,NA,0,NA,NA,0,18.168,0.077,3,16.822,0.04,3,16.413,0.231,1,NA,NA,0,NA,NA,0
344.963444,0.26,0.315813,0.371,NA,NA,0,NA,NA,0,NA,NA,0,17.817,0.121,1,17.224,0.202,1,NA,NA,0,NA,NA,0,NA,NA,0
344.965271,0.175,0.490779,0.254,13.705,0.084,5,14.945,0.038,5,NA,NA,0,14.311,0.036,4,13.26,0.103,4,12.88,0.111,4,12.836,0.06,2,NA,NA,0
344.96569,0.173,0.292992,0.12,12.312,0.096,5,12.959,0.046,5,NA,NA,0,12.628,0.016,4,12.121,0.117,4,11.996,0.122,4,11.941,0.017,2,NA,NA,0
344.966309,0.342,0.426973,0.458,16.093,0.085,5,16.929,0.119,5,NA,NA,0,16.517,0.029,4,15.774,0.128,4,15.511,0.106,4,NA,NA,0,NA,NA,0
344.9667,0.573,0.102199,0.751,16.97,0.395,2,17.967,0.08,2,NA,NA,0,17.447,0.166,4,16.667,0.159,4,16.163,0.258,1,NA,NA,0,NA,NA,0
344.97181,0.175,0.494049,0.163,13.434,0.079,5,14.165,0.053,5,NA,NA,0,13.784,0.019,4,13.222,0.087,4,13.056,0.124,4,13.251,0.146,1,NA,NA,0
344.974413,0.71,0.297434,0.788,16.223,0.004,2,17.186,0.035,2,NA,NA,0,16.735,0.009,3,15.596,0.098,3,15.333,0.267,3,NA,NA,0,NA,NA,0
344.976138,0.49,0.401,0.303,16.816,0.133,5,17.334,0.066,5,NA,NA,0,17.087,0.116,4,16.551,0.178,4,NA,NA,0,NA,NA,0,NA,NA,0
344.982343,0.865,0.086093,0.495,17.593,0.285,1,18.224,0.294,1,NA,NA,0,18.014,0.149,1,17.105,0.204,1,15.933,0.221,1,NA,NA,0,NA,NA,0
344.98407,0.241,0.067211,0.485,15.286,0.118,5,16.015,0.031,5,NA,NA,0,15.598,0.023,5,15.018,0.111,5,14.848,0.168,5,NA,NA,0,NA,NA,0
344.986677,0.615,0.241101,0.558,16.466,0.121,1,17.291,0.172,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
344.987587,0.43,0.293608,0.269,16.628,0.13,3,17.864,0.189,3,NA,NA,0,17.309,0.094,4,16.157,0.17,4,15.491,0.156,4,NA,NA,0,NA,NA,0
344.987646,0.103,0.388755,0.311,NA,NA,0,NA,NA,0,NA,NA,0,18.317,0.192,1,17.519,0.271,1,NA,NA,0,NA,NA,0,NA,NA,0
344.990554,0.392,0.343401,0.262,16.019,0.069,5,16.894,0.072,5,NA,NA,0,16.456,0.038,4,15.71,0.107,4,15.397,0.068,4,NA,NA,0,NA,NA,0
344.991461,0.254,0.498464,0.192,15.864,0.058,5,16.613,0.073,5,NA,NA,0,16.219,0.062,4,15.631,0.086,4,15.47,0.069,4,NA,NA,0,NA,NA,0
344.993161,0.375,0.251757,0.466,15.11,0.091,5,15.793,0.076,5,NA,NA,0,15.452,0.027,4,14.904,0.113,4,14.717,0.142,4,NA,NA,0,NA,NA,0
344.996247,0.312,0.264432,0.176,15.337,0.108,5,16.4,0.109,5,NA,NA,0,15.908,0.032,4,14.884,0.08,4,14.575,0.089,4,NA,NA,0,NA,NA,0
344.997574,0.142,0.373862,0.18,12.549,0.093,5,13.456,0.049,5,NA,NA,0,13.003,0.024,4,12.255,0.103,4,12.031,0.116,4,11.931,0.002,2,NA,NA,0
345.000866,0.433,0.459346,0.278,16.626,0.12,4,17.37,0.136,4,NA,NA,0,16.979,0.09,4,16.504,0.127,4,16.165,0.175,3,NA,NA,0,NA,NA,0
345.001111,0.317,0.261354,0.4,15.858,0.176,5,16.777,0.128,5,NA,NA,0,16.313,0.035,4,15.552,0.097,4,15.34,0.096,4,NA,NA,0,NA,NA,0
345.003151,0.545,0.096796,0.418,16.665,0.2,5,17.233,0.12,5,NA,NA,0,16.977,0.061,5,16.43,0.164,5,16.207,0.284,5,NA,NA,0,NA,NA,0
345.007278,0.305,0.227277,0.342,15.306,0.115,6,16.085,0.053,6,NA,NA,0,15.707,0.02,4,15.006,0.138,4,14.807,0.136,4,NA,NA,0,NA,NA,0
345.009564,0.529,0.456801,0.294,NA,NA,0,NA,NA,0,NA,NA,0,17.684,0.126,4,16.521,0.097,4,15.858,0.309,3,NA,NA,0,NA,NA,0
345.014772,0.986,0.157957,0.964,17.376,0.53,1,16.078,0.1,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
345.015561,0.54,0.409871,0.5,16.987,0.09,2,17.942,0.169,2,NA,NA,0,17.829,0.206,4,16.607,0.24,4,16.44,0.347,3,NA,NA,0,NA,NA,0
345.019948,0.322,0.190659,0.389,15.78,0.16,5,16.52,0.142,5,NA,NA,0,16.25,0.052,4,15.54,0.116,4,15.382,0.148,4,NA,NA,0,NA,NA,0
345.020301,0.321,0.290197,0.255,15.271,0.083,4,16.139,0.027,4,NA,NA,0,15.736,0.028,4,14.951,0.102,4,14.73,0.127,4,NA,NA,0,NA,NA,0
345.028592,0.65,0.222194,0.705,NA,NA,0,NA,NA,0,NA,NA,0,17.787,0.046,3,16.388,0.075,3,16.217,0.307,2,NA,NA,0,NA,NA,0
345.031066,0.518,0.243292,0.582,NA,NA,0,NA,NA,0,NA,NA,0,18.177,0.167,1,16.621,0.126,1,16.265,0.27,1,NA,NA,0,NA,NA,0
345.045113,0.328,0.277636,0.615,NA,NA,0,NA,NA,0,NA,NA,0,18.203,0.079,2,17.116,0.184,2,NA,NA,0,NA,NA,0,NA,NA,0
